Translate__	SetDefaultLanguage__	establece el idioma a italiano 	 o o o o b-all_lang
Translate__	SetDefaultLanguage__	establece el idioma de traducción a francés 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	establece el idioma de la traducción a inglés 	 o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	establece el idioma de salida a japonés 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	establece el idioma de la salida a ruso 	 o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	establece el idioma por defecto a polaco 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	establece el idioma por defecto de traducción a alemán 	 o o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	establece el idioma por defecto de la traducción a español 	 o o o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	establece el idioma por defecto de salida a tailandés 	 o o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	establece el idioma por defecto de la salida a checo 	 o o o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma a finlandés 	 o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma de traducción a esperanto 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma de la traducción a turco 	 o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma de salida a greco 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma de la salida a mongol 	 o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma por defecto a hawaiano 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma por defecto de traducción a hindi 	 o o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma por defecto de la traducción a islandés 	 o o o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma por defecto de salida a italiano 	 o o o o o o o o b-all_lang
Translate__	SetDefaultLanguage__	cambia el idioma por defecto de la salida a francés 	 o o o o o o o o o b-all_lang
Translate__	SetDefaultLanguageToLanguage__	establece el idioma a inglés 	 o o o o b-all_lang
Translate__	SetDefaultLanguageToLanguage__	establece el idioma de entrada a japonés 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguageToLanguage__	establece el idioma por defecto a ruso 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguageToLanguage__	establece el idioma por defecto de entrada a polaco 	 o o o o o o o o b-all_lang
Translate__	SetDefaultLanguageToLanguage__	cambia el idioma a alemán 	 o o o o b-all_lang
Translate__	SetDefaultLanguageToLanguage__	cambia el idioma de entrada a español 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguageToLanguage__	cambia el idioma por defecto a tailandés 	 o o o o o o b-all_lang
Translate__	SetDefaultLanguageToLanguage__	cambia el idioma por defecto de entrada a checo 	 o o o o o o o o b-all_lang
Translate__	TranslateText__	traducción de do you have this in my size 	 o o b-text.en i-text.en i-text.en i-text.en i-text.en i-text.en i-text.en
Translate__	TranslateText__	cuál es la traducción de can you change a traveller's check for me 	 o o o o o b-text.en i-text.en i-text.en i-text.en i-text.en i-text.en i-text.en i-text.en
Translate__	TranslateText__	la traducción de do you have anything quieter 	 o o o b-text.en i-text.en i-text.en i-text.en i-text.en
Translate__	TranslateText__	traduce take me there please 	 o b-text.en i-text.en i-text.en i-text.en
Translate__	TranslateText__	traducción de what is your name 	 o o b-text.en i-text.en i-text.en i-text.en
Translate__	TranslateText__	la traducción de in the afternoon 	 o o o b-text.en i-text.en i-text.en
Translate__	TranslateText__	cómo se dice january 	 o o o b-text.en
Translate__	TranslateText__	cómo decir dark 	 o o b-text.en
Translate__	TranslateText__	cómo digo i lost my bag 	 o o b-text.en i-text.en i-text.en i-text.en
Translate__	TranslateText__	cómo se traduce ok i'll take it 	 o o o b-text.en i-text.en i-text.en i-text.en
Translate__	TranslateText__	cómo traducir i am an american citizen 	 o o b-text.en i-text.en i-text.en i-text.en i-text.en
Translate__	TranslateText__	cómo traduzco i don't want it 	 o o b-text.en i-text.en i-text.en i-text.en
Translate__	TranslateTextToLanguage__	traducción de west a polaco 	 o o b-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	cuál es la traducción de can i look at the menu please a alemán 	 o o o o o b-text.en i-text.en i-text.en i-text.en i-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	la traducción de bus and train a español 	 o o o b-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	traduce how much is that a tailandés 	 o b-text.en i-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	traduce a checo i don't understand 	 o o b-trg_lang b-text.en i-text.en i-text.en
Translate__	TranslateTextToLanguage__	that's too expensive en finlandés 	 b-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	red traducido a polaco 	 b-text.en o o b-trg_lang
Translate__	TranslateTextToLanguage__	cómo se traduce i've been injured a alemán 	 o o o b-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	cómo traducir white a español 	 o o b-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	cómo traduzco can i have a bag a tailandés 	 o o b-text.en i-text.en i-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	di en checo i need toothpaste 	 o o b-trg_lang b-text.en i-text.en i-text.en
Translate__	TranslateTextToLanguage__	dime en finlandés excuse me waiter 	 o o b-trg_lang b-text.en i-text.en i-text.en
Translate__	TranslateTextToLanguage__	cómo es can you change money for me en polaco 	 o o b-text.en i-text.en i-text.en i-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	cómo sería saturday en alemán 	 o o b-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	cómo será where is the toilet en español 	 o o b-text.en i-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	cómo se dice is breakfast included en tailandés 	 o o o b-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	cómo decir i need an english-language newspaper en checo 	 o o b-text.en i-text.en i-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextToLanguage__	cómo digo hi how are you en finlandés 	 o o b-text.en i-text.en i-text.en i-text.en o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	traducción de TRANSLATE.SLOT.TEXT de italiano a polaco 	 o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	traducción de TRANSLATE.SLOT.TEXT a alemán de fránces 	 o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	cuál es la traducción de TRANSLATE.SLOT.TEXT de inglés a español 	 o o o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	cuál es la traducción de TRANSLATE.SLOT.TEXT a tailandés de japonés 	 o o o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	la traducción de TRANSLATE.SLOT.TEXT de russo a checo 	 o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	la traducción de TRANSLATE.SLOT.TEXT a finlandés de italiano 	 o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	traduce TRANSLATE.SLOT.TEXT de fránces a polaco 	 o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	traduce TRANSLATE.SLOT.TEXT a alemán de inglés 	 o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	traduce el texto TRANSLATE.SLOT.TEXT de japonés a español 	 o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	traduce el texto TRANSLATE.SLOT.TEXT a tailandés de russo 	 o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	traduce la frase TRANSLATE.SLOT.TEXT de italiano a checo 	 o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	traduce la frase TRANSLATE.SLOT.TEXT a finlandés de fránces 	 o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	TRANSLATE.SLOT.TEXT traducido de inglés a polaco 	 o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	TRANSLATE.SLOT.TEXT traducido a alemán de japonés 	 o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo se traduce TRANSLATE.SLOT.TEXT traducido de russo a español 	 o o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo se traduce TRANSLATE.SLOT.TEXT traducido a tailandés de italiano 	 o o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo traducir TRANSLATE.SLOT.TEXT traducido de fránces a checo 	 o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo traducir TRANSLATE.SLOT.TEXT traducido a finlandés de inglés 	 o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo traduzco TRANSLATE.SLOT.TEXT traducido de japonés a polaco 	 o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo traduzco TRANSLATE.SLOT.TEXT traducido a alemán de russo 	 o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo es TRANSLATE.SLOT.TEXT traducido de italiano a español 	 o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo es TRANSLATE.SLOT.TEXT traducido a tailandés de fránces 	 o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo sería TRANSLATE.SLOT.TEXT traducido de inglés a checo 	 o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo sería TRANSLATE.SLOT.TEXT traducido a finlandés de japonés 	 o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo será TRANSLATE.SLOT.TEXT traducido de russo a polaco 	 o o o o o b-src_lang o b-trg_lang
Translate__	TranslateTextFromLanguageToLanguage__	cómo será TRANSLATE.SLOT.TEXT traducido a alemán de italiano 	 o o o o o b-trg_lang o b-src_lang
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traducción de TRANSLATE.SLOT.TEXT de fránces a español con yandex 	 o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traducción de TRANSLATE.SLOT.TEXT de inglés a tailandés usando google 	 o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traducción de TRANSLATE.SLOT.TEXT a checo de japonés con microsoft 	 o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traducción de TRANSLATE.SLOT.TEXT a finlandés de russo usando deepl 	 o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	la traducción de TRANSLATE.SLOT.TEXT de italiano a polaco con yandex 	 o o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	la traducción de TRANSLATE.SLOT.TEXT de fránces a alemán usando google 	 o o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	la traducción de TRANSLATE.SLOT.TEXT a español de inglés con microsoft 	 o o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	la traducción de TRANSLATE.SLOT.TEXT a tailandés de japonés usando deepl 	 o o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce TRANSLATE.SLOT.TEXT de russo a checo con yandex 	 o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce TRANSLATE.SLOT.TEXT de italiano a finlandés usando google 	 o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce TRANSLATE.SLOT.TEXT a polaco de fránces con microsoft 	 o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce TRANSLATE.SLOT.TEXT a alemán de inglés usando deepl 	 o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce el texto TRANSLATE.SLOT.TEXT de japonés a español con yandex 	 o o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce el texto TRANSLATE.SLOT.TEXT de russo a tailandés usando google 	 o o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce el texto TRANSLATE.SLOT.TEXT a checo de italiano con microsoft 	 o o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce el texto TRANSLATE.SLOT.TEXT a finlandés de fránces usando deepl 	 o o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce la frase TRANSLATE.SLOT.TEXT de inglés a polaco con yandex 	 o o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce la frase TRANSLATE.SLOT.TEXT de japonés a alemán usando google 	 o o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce la frase TRANSLATE.SLOT.TEXT a español de russo con microsoft 	 o o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	traduce la frase TRANSLATE.SLOT.TEXT a tailandés de italiano usando deepl 	 o o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	TRANSLATE.SLOT.TEXT traducido de fránces a checo con yandex 	 o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	TRANSLATE.SLOT.TEXT traducido de inglés a finlandés usando google 	 o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	TRANSLATE.SLOT.TEXT traducido a polaco de japonés con microsoft 	 o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	TRANSLATE.SLOT.TEXT traducido a alemán de russo usando deepl 	 o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo se traduce TRANSLATE.SLOT.TEXT de italiano a español con yandex 	 o o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo se traduce TRANSLATE.SLOT.TEXT de fránces a tailandés usando google 	 o o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo se traduce TRANSLATE.SLOT.TEXT a checo de inglés con microsoft 	 o o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo se traduce TRANSLATE.SLOT.TEXT a finlandés de japonés usando deepl 	 o o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo traducir TRANSLATE.SLOT.TEXT de russo a polaco con yandex 	 o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo traducir TRANSLATE.SLOT.TEXT de italiano a alemán usando google 	 o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo traducir TRANSLATE.SLOT.TEXT a español de fránces con microsoft 	 o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo traducir TRANSLATE.SLOT.TEXT a tailandés de inglés usando deepl 	 o o o o b-trg_lang o b-src_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo traduzco TRANSLATE.SLOT.TEXT de japonés a checo con yandex 	 o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo traduzco TRANSLATE.SLOT.TEXT de russo a finlandés usando google 	 o o o o b-src_lang o b-trg_lang o b-translator
Translate__	TranslateTextFromLanguageToLanguageWithEngine__	cómo traduzco TRANSLATE.SLOT.TEXT a polaco de italiano con microsoft 	 o o o o b-trg_lang o b-src_lang o b-translator
