Translate__	SetDefaultLanguage__	establece el idioma a {ALL_LANG:italiano}
Translate__	SetDefaultLanguage__	establece el idioma de traducción a {ALL_LANG:francés}
Translate__	SetDefaultLanguage__	establece el idioma de la traducción a {ALL_LANG:inglés}
Translate__	SetDefaultLanguage__	establece el idioma de salida a {ALL_LANG:japonés}
Translate__	SetDefaultLanguage__	establece el idioma de la salida a {ALL_LANG:ruso}
Translate__	SetDefaultLanguage__	establece el idioma por defecto a {ALL_LANG:polaco}
Translate__	SetDefaultLanguage__	establece el idioma por defecto de traducción a {ALL_LANG:alemán}
Translate__	SetDefaultLanguage__	establece el idioma por defecto de la traducción a {ALL_LANG:español}
Translate__	SetDefaultLanguage__	establece el idioma por defecto de salida a {ALL_LANG:tailandés}
Translate__	SetDefaultLanguage__	establece el idioma por defecto de la salida a {ALL_LANG:checo}
Translate__	SetDefaultLanguage__	cambia el idioma a {ALL_LANG:finlandés}
Translate__	SetDefaultLanguage__	cambia el idioma de traducción a {ALL_LANG:esperanto}
Translate__	SetDefaultLanguage__	cambia el idioma de la traducción a {ALL_LANG:turco}
Translate__	SetDefaultLanguage__	cambia el idioma de salida a {ALL_LANG:greco}
Translate__	SetDefaultLanguage__	cambia el idioma de la salida a {ALL_LANG:mongol}
Translate__	SetDefaultLanguage__	cambia el idioma por defecto a {ALL_LANG:hawaiano}
Translate__	SetDefaultLanguage__	cambia el idioma por defecto de traducción a {ALL_LANG:hindi}
Translate__	SetDefaultLanguage__	cambia el idioma por defecto de la traducción a {ALL_LANG:islandés}
Translate__	SetDefaultLanguage__	cambia el idioma por defecto de salida a {ALL_LANG:italiano}
Translate__	SetDefaultLanguage__	cambia el idioma por defecto de la salida a {ALL_LANG:francés}
Translate__	SetDefaultLanguageToLanguage__	establece el idioma a {ALL_LANG:inglés}
Translate__	SetDefaultLanguageToLanguage__	establece el idioma de entrada a {ALL_LANG:japonés}
Translate__	SetDefaultLanguageToLanguage__	establece el idioma por defecto a {ALL_LANG:ruso}
Translate__	SetDefaultLanguageToLanguage__	establece el idioma por defecto de entrada a {ALL_LANG:polaco}
Translate__	SetDefaultLanguageToLanguage__	cambia el idioma a {ALL_LANG:alemán}
Translate__	SetDefaultLanguageToLanguage__	cambia el idioma de entrada a {ALL_LANG:español}
