Translate__	SetDefaultLanguage__	set language to {ALL_LANG:italian}
Translate__	SetDefaultLanguage__	set translation language to {ALL_LANG:french}
Translate__	SetDefaultLanguage__	set output language to {ALL_LANG:english}
Translate__	SetDefaultLanguage__	set default language to {ALL_LANG:japanease}
Translate__	SetDefaultLanguage__	set default translation language to {ALL_LANG:russian}
Translate__	SetDefaultLanguage__	set default output language to {ALL_LANG:polish}
Translate__	SetDefaultLanguage__	change language to {ALL_LANG:german}
Translate__	SetDefaultLanguage__	change translation language to {ALL_LANG:spanish}
Translate__	SetDefaultLanguage__	change output language to {ALL_LANG:thai}
Translate__	SetDefaultLanguage__	change default language to {ALL_LANG:czech}
Translate__	SetDefaultLanguage__	change default translation language to {ALL_LANG:finnish}
Translate__	SetDefaultLanguage__	change default output language to {ALL_LANG:esperanto}
Translate__	SetDefaultLanguageToLanguage__	set input language to {ALL_LANG:turkish}
Translate__	SetDefaultLanguageToLanguage__	set source language to {ALL_LANG:greek}
Translate__	SetDefaultLanguageToLanguage__	set default input language to {ALL_LANG:mongolian}
Translate__	SetDefaultLanguageToLanguage__	set default source language to {ALL_LANG:hawaiian}
Translate__	SetDefaultLanguageToLanguage__	change input language to {ALL_LANG:hindi}
Translate__	SetDefaultLanguageToLanguage__	change source language to {ALL_LANG:icelandic}
Translate__	SetDefaultLanguageToLanguage__	change default input language to {ALL_LANG:italian}
Translate__	SetDefaultLanguageToLanguage__	change default source language to {ALL_LANG:french}
Translate__	TranslateText__	translation of {TEXT_EN:do you have this in my size}
Translate__	TranslateText__	what is the translation of {TEXT_EN:can you change a traveller's check for me}
Translate__	TranslateText__	the translation of {TEXT_EN:do you have anything quieter}
Translate__	TranslateText__	translate {TEXT_EN:take me there please}
Translate__	TranslateText__	translation of {TEXT_EN:what is your name}
Translate__	TranslateText__	the translation of {TEXT_EN:in the afternoon}
Translate__	TranslateText__	how do i say {TEXT_EN:january}
Translate__	TranslateText__	how do i translate {TEXT_EN:dark}
Translate__	TranslateText__	how do you say {TEXT_EN:i lost my bag}
Translate__	TranslateText__	how do you translate {TEXT_EN:ok i'll take it}
Translate__	TranslateTextToLanguage__	translation of {TEXT_EN:i am an american citizen} to {TRG_LANG_GENERAL:polish}
Translate__	TranslateTextToLanguage__	what is the translation of {TEXT_EN:i don't want it} to {TRG_LANG_GENERAL:german}
Translate__	TranslateTextToLanguage__	the translation of {TEXT_EN:west} to {TRG_LANG_GENERAL:spanish}
Translate__	TranslateTextToLanguage__	translate {TEXT_EN:can i look at the menu please} into {TRG_LANG_GENERAL:thai}
Translate__	TranslateTextToLanguage__	translate {TEXT_EN:bus and train} to {TRG_LANG_GENERAL:czech}
Translate__	TranslateTextToLanguage__	translation of {TEXT_EN:how much is that} into {TRG_LANG_GENERAL:finish}
Translate__	TranslateTextToLanguage__	translation of {TEXT_EN:i don't understand} to {TRG_LANG_GENERAL:polish}
Translate__	TranslateTextToLanguage__	the translation of {TEXT_EN:that's too expensive} into {TRG_LANG_GENERAL:german}
Translate__	TranslateTextToLanguage__	the translation of {TEXT_EN:red} to {TRG_LANG_GENERAL:spanish}
Translate__	TranslateTextToLanguage__	translate to {TRG_LANG_GENERAL:thai} {TEXT_EN:i've been injured}
Translate__	TranslateTextToLanguage__	{TEXT_EN:white} in {TRG_LANG_GENERAL:czech}
Translate__	TranslateTextToLanguage__	{TEXT_EN:can i have a bag} translated to {TRG_LANG_GENERAL:finish}
Translate__	TranslateTextToLanguage__	{TEXT_EN:i need toothpaste} translated into {TRG_LANG_GENERAL:polish}
Translate__	TranslateTextToLanguage__	how do i say {TEXT_EN:excuse me waiter} in {TRG_LANG_GENERAL:german}
Translate__	TranslateTextToLanguage__	how do i translate {TEXT_EN:can you change money for me} in {TRG_LANG_GENERAL:spanish}
Translate__	TranslateTextToLanguage__	how do you say {TEXT_EN:saturday} in {TRG_LANG_GENERAL:thai}
Translate__	TranslateTextToLanguage__	how do you translate {TEXT_EN:where is the toilet} in {TRG_LANG_GENERAL:czech}
Translate__	TranslateTextToLanguage__	say in {TRG_LANG_GENERAL:finish} {TEXT_EN:is breakfast included}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:i need an english-language newspaper} from {SRC_LANG_EN:english} to {TRG_LANG_PL:polish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:hi how are you} from {SRC_LANG_EN:english} to {TRG_LANG_DE:german}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:noodles} from {SRC_LANG_EN:english} to {TRG_LANG_ES:spanish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:do you speak english} from {SRC_LANG_EN:english} to {TRG_LANG_IT:italian}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:brown} from {SRC_LANG_EN:english} to {TRG_LANG_FR:french}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:right} to {TRG_LANG_PL:polish} from {SRC_LANG_EN:english}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:rice} to {TRG_LANG_DE:german} from {SRC_LANG_EN:english}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:november} to {TRG_LANG_ES:spanish} from {SRC_LANG_EN:english}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:it's an emergency} to {TRG_LANG_IT:italian} from {SRC_LANG_EN:english}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_EN:another round please} to {TRG_LANG_FR:french} from {SRC_LANG_EN:english}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:w dzień świąteczny} from {SRC_LANG_PL:polish} to {TRG_LANG_EN:english}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:zamek} from {SRC_LANG_PL:polish} to {TRG_LANG_DE:german}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:zakaz parkowania} from {SRC_LANG_PL:polish} to {TRG_LANG_ES:spanish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:nocą} from {SRC_LANG_PL:polish} to {TRG_LANG_IT:italian}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:tanio} from {SRC_LANG_PL:polish} to {TRG_LANG_FR:french}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:proszę rachunek} to {TRG_LANG_EN:english} from {SRC_LANG_PL:polish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:czy jest specjalność lokalu} to {TRG_LANG_DE:german} from {SRC_LANG_PL:polish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:przesiadka} to {TRG_LANG_ES:spanish} from {SRC_LANG_PL:polish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:dwa} to {TRG_LANG_IT:italian} from {SRC_LANG_PL:polish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_PL:ograniczenie prędkości} to {TRG_LANG_FR:french} from {SRC_LANG_PL:polish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_DE:rot} from {SRC_LANG_DE:german} to {TRG_LANG_EN:english}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_DE:können sie mir ein anderes hotel empfehlen} from {SRC_LANG_DE:german} to {TRG_LANG_PL:polish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_DE:zahlen bitte} from {SRC_LANG_DE:german} to {TRG_LANG_ES:spanish}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_DE:ich heiße karl} from {SRC_LANG_DE:german} to {TRG_LANG_IT:italian}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_DE:zweihundert} from {SRC_LANG_DE:german} to {TRG_LANG_FR:french}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_DE:abends} to {TRG_LANG_EN:english} from {SRC_LANG_DE:german}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_DE:eine englischsprachige zeitung} to {TRG_LANG_PL:polish} from {SRC_LANG_DE:german}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_DE:salz} to {TRG_LANG_ES:spanish} from {SRC_LANG_DE:german}
Translate__	TranslateTextFromLanguageToLanguage__	translate {TEXT_DE:sonntag} to {TRG_LANG_IT:italian} from {SRC_LANG_DE:german}
