Yelp__	SearchRestaurant__	znajdź restauracje
Yelp__	SearchRestaurant__	znajdź restauracje na yelpie
Yelp__	SearchRestaurant__	znajdź restauracje w pobliżu
Yelp__	SearchRestaurant__	znajdź restauracje w okolicy
Yelp__	SearchRestaurant__	znajdź coś do jedzenia
Yelp__	SearchRestaurant__	znajdź coś do jedzenia na yelpie
Yelp__	SearchRestaurant__	znajdź coś do jedzenia w pobliżu
Yelp__	SearchRestaurant__	znajdź coś do jedzenia w okolicy
Yelp__	SearchRestaurant__	znajdź jedzenie
Yelp__	SearchRestaurant__	znajdź jedzenie na yelpie
Yelp__	SearchRestaurant__	znajdź jedzenie w pobliżu
Yelp__	SearchRestaurant__	znajdź jedzenie w okolicy
Yelp__	SearchRestaurant__	wyszukaj restauracje
Yelp__	SearchRestaurant__	wyszukaj restauracje na yelpie
Yelp__	SearchRestaurant__	wyszukaj restauracje w pobliżu
Yelp__	SearchRestaurant__	wyszukaj restauracje w okolicy
Yelp__	SearchRestaurant__	wyszukaj coś do jedzenia
Yelp__	SearchRestaurant__	wyszukaj coś do jedzenia na yelpie
Yelp__	SearchRestaurant__	wyszukaj coś do jedzenia w pobliżu
Yelp__	SearchRestaurant__	wyszukaj coś do jedzenia w okolicy
Yelp__	SearchRestaurant__	wyszukaj jedzenie
Yelp__	SearchRestaurant__	wyszukaj jedzenie na yelpie
Yelp__	SearchRestaurant__	wyszukaj jedzenie w pobliżu
Yelp__	SearchRestaurant__	wyszukaj jedzenie w okolicy
Yelp__	SearchRestaurant__	pokaż restauracje
Yelp__	SearchRestaurant__	pokaż restauracje na yelpie
Yelp__	SearchRestaurant__	pokaż restauracje w pobliżu
Yelp__	SearchRestaurant__	pokaż restauracje w okolicy
Yelp__	SearchRestaurant__	pokaż coś do jedzenia
Yelp__	SearchRestaurant__	pokaż coś do jedzenia na yelpie
Yelp__	SearchRestaurant__	pokaż coś do jedzenia w pobliżu
Yelp__	SearchRestaurant__	pokaż coś do jedzenia w okolicy
Yelp__	SearchRestaurant__	pokaż jedzenie
Yelp__	SearchRestaurant__	pokaż jedzenie na yelpie
Yelp__	SearchRestaurant__	pokaż jedzenie w pobliżu
Yelp__	SearchRestaurant__	pokaż jedzenie w okolicy
Yelp__	SearchRestaurant__	nabliższa restauracja w pobliżu
Yelp__	SearchRestaurant__	nabliższa restauracja w okolicy
Yelp__	SearchByQuery__	znajdź {QUERY:kawiarnię}
Yelp__	SearchByQuery__	znajdź {QUERY:pub} w pobliżu
Yelp__	SearchByQuery__	znajdź {QUERY:bar} w okolicy
Yelp__	SearchByQuery__	znajdź {QUERY:bar suchi} na yelpie
Yelp__	SearchByQuery__	wyszukaj {QUERY:pizzerię}
Yelp__	SearchByQuery__	wyszukaj {QUERY:subwaya} w pobliżu
Yelp__	SearchByQuery__	wyszukaj {QUERY:kebaba} w okolicy
Yelp__	SearchByQuery__	wyszukaj {QUERY:kawiarnię} na yelpie
Yelp__	SearchByQuery__	pokaż {QUERY:pub}
Yelp__	SearchByQuery__	pokaż {QUERY:bar} w pobliżu
