Yelp__	SearchRestaurant__	znajdź restauracje 	 o o
Yelp__	SearchRestaurant__	znajdź restauracje na yelpie 	 o o o o
Yelp__	SearchRestaurant__	znajdź restauracje w pobliżu 	 o o o o
Yelp__	SearchRestaurant__	znajdź restauracje w okolicy 	 o o o o
Yelp__	SearchRestaurant__	znajdź coś do jedzenia 	 o o o o
Yelp__	SearchRestaurant__	znajdź coś do jedzenia na yelpie 	 o o o o o o
Yelp__	SearchRestaurant__	znajdź coś do jedzenia w pobliżu 	 o o o o o o
Yelp__	SearchRestaurant__	znajdź coś do jedzenia w okolicy 	 o o o o o o
Yelp__	SearchRestaurant__	znajdź jedzenie 	 o o
Yelp__	SearchRestaurant__	znajdź jedzenie na yelpie 	 o o o o
Yelp__	SearchRestaurant__	znajdź jedzenie w pobliżu 	 o o o o
Yelp__	SearchRestaurant__	znajdź jedzenie w okolicy 	 o o o o
Yelp__	SearchRestaurant__	wyszukaj restauracje 	 o o
Yelp__	SearchRestaurant__	wyszukaj restauracje na yelpie 	 o o o o
Yelp__	SearchRestaurant__	wyszukaj restauracje w pobliżu 	 o o o o
Yelp__	SearchRestaurant__	wyszukaj restauracje w okolicy 	 o o o o
Yelp__	SearchRestaurant__	wyszukaj coś do jedzenia 	 o o o o
Yelp__	SearchRestaurant__	wyszukaj coś do jedzenia na yelpie 	 o o o o o o
Yelp__	SearchRestaurant__	wyszukaj coś do jedzenia w pobliżu 	 o o o o o o
Yelp__	SearchRestaurant__	wyszukaj coś do jedzenia w okolicy 	 o o o o o o
Yelp__	SearchRestaurant__	wyszukaj jedzenie 	 o o
Yelp__	SearchRestaurant__	wyszukaj jedzenie na yelpie 	 o o o o
Yelp__	SearchRestaurant__	wyszukaj jedzenie w pobliżu 	 o o o o
Yelp__	SearchRestaurant__	wyszukaj jedzenie w okolicy 	 o o o o
Yelp__	SearchRestaurant__	pokaż restauracje 	 o o
Yelp__	SearchRestaurant__	pokaż restauracje na yelpie 	 o o o o
Yelp__	SearchRestaurant__	pokaż restauracje w pobliżu 	 o o o o
Yelp__	SearchRestaurant__	pokaż restauracje w okolicy 	 o o o o
Yelp__	SearchRestaurant__	pokaż coś do jedzenia 	 o o o o
Yelp__	SearchRestaurant__	pokaż coś do jedzenia na yelpie 	 o o o o o o
Yelp__	SearchRestaurant__	pokaż coś do jedzenia w pobliżu 	 o o o o o o
Yelp__	SearchRestaurant__	pokaż coś do jedzenia w okolicy 	 o o o o o o
Yelp__	SearchRestaurant__	pokaż jedzenie 	 o o
Yelp__	SearchRestaurant__	pokaż jedzenie na yelpie 	 o o o o
Yelp__	SearchRestaurant__	pokaż jedzenie w pobliżu 	 o o o o
Yelp__	SearchRestaurant__	pokaż jedzenie w okolicy 	 o o o o
Yelp__	SearchRestaurant__	nabliższa restauracja w pobliżu 	 o o o o
Yelp__	SearchRestaurant__	nabliższa restauracja w okolicy 	 o o o o
Yelp__	SearchByQuery__	znajdź kawiarnię 	 o b-query
Yelp__	SearchByQuery__	znajdź pub w pobliżu 	 o b-query o o
Yelp__	SearchByQuery__	znajdź bar w okolicy 	 o b-query o o
Yelp__	SearchByQuery__	znajdź bar suchi na yelpie 	 o b-query i-query o o
Yelp__	SearchByQuery__	wyszukaj pizzerię 	 o b-query
Yelp__	SearchByQuery__	wyszukaj subwaya w pobliżu 	 o b-query o o
Yelp__	SearchByQuery__	wyszukaj kebaba w okolicy 	 o b-query o o
Yelp__	SearchByQuery__	wyszukaj kawiarnię na yelpie 	 o b-query o o
Yelp__	SearchByQuery__	pokaż pub 	 o b-query
Yelp__	SearchByQuery__	pokaż bar w pobliżu 	 o b-query o o
Yelp__	SearchByQuery__	pokaż bar suchi w okolicy 	 o b-query i-query o o
Yelp__	SearchByQuery__	pokaż pizzerię na yelpie 	 o b-query o o
Yelp__	SearchByRating__	znajdź restauracje z 4 gwiazdkami 	 o o o b-rating o
Yelp__	SearchByRating__	znajdź restauracje z przynajmniej 5 gwiazdkami 	 o o o o b-rating o
Yelp__	SearchByRating__	znajdź jedzenie z 4 gwiazdkami 	 o o o b-rating o
Yelp__	SearchByRating__	znajdź jedzenie z przynajmniej 5 gwiazdkami 	 o o o o b-rating o
Yelp__	SearchByRating__	wyszukaj restauracje z 4 gwiazdkami 	 o o o b-rating o
Yelp__	SearchByRating__	wyszukaj restauracje z przynajmniej 5 gwiazdkami 	 o o o o b-rating o
Yelp__	SearchByRating__	wyszukaj jedzenie z 4 gwiazdkami 	 o o o b-rating o
Yelp__	SearchByRating__	wyszukaj jedzenie z przynajmniej 5 gwiazdkami 	 o o o o b-rating o
Yelp__	SearchByRating__	pokaż restauracje z 4 gwiazdkami 	 o o o b-rating o
Yelp__	SearchByRating__	pokaż restauracje z przynajmniej 5 gwiazdkami 	 o o o o b-rating o
Yelp__	SearchByRating__	pokaż jedzenie z 4 gwiazdkami 	 o o o b-rating o
Yelp__	SearchByRating__	pokaż jedzenie z przynajmniej 5 gwiazdkami 	 o o o o b-rating o
