domain	intent	utterance	bio
Weather	OpenWeather	jaka jest dziś pogoda	o o o o
Weather	OpenWeather	jaka będzie pogoda	o o o
Weather	OpenWeather	jaka będzie dziś pogoda	o o o o
Weather	OpenWeather	pogoda na dziś	o o o
Weather	OpenWeather	prognoza pogody	o o
Weather	OpenWeather	prognoza pogody na dziś	o o o o
Weather	WeatherTomorrow	jaka jest pogoda	o o o
Weather	WeatherTomorrow	jaka jest jutro pogoda	o o o o
Weather	WeatherTomorrow	jaka będzie pogoda	o o o
Weather	WeatherTomorrow	pogoda na jutro	o o o
Weather	WeatherTomorrow	prognoza pogody na jutro	o o o o
Weather	WeatherTomorrow	prognoza pogody na następny dzień	o o o o o
Weather	WeatherInLocation	jaka jest pogoda w jokohama	o o o o b-location
Weather	WeatherInLocation	jaka jest obecnie pogoda w poznaniu	o o o o o b-location
Weather	WeatherInLocation	jaka jest dziś pogoda w bochnia	o o o o o b-location
Weather	WeatherInLocation	jaka jest teraz pogoda w sajgon	o o o o o b-location
Weather	WeatherInLocation	powiedz jaka jest obecnie pogoda w ahmadabad	o o o o o o b-location
Weather	WeatherInLocation	powiedz jaka jest dziś pogoda w durban	o o o o o o b-location
Weather	WeatherInLocation	powiedz jaka jest teraz pogoda w wuhan	o o o o o o b-location
Weather	WeatherInLocation	powiedz mi jaka jest pogoda w bangkok	o o o o o o b-location
Weather	WeatherInLocation	powiedz mi jaka jest obecnie pogoda w bangalore	o o o o o o o b-location
Weather	WeatherInLocation	powiedz mi jaka jest dziś pogoda w lahaur	o o o o o o o b-location
Weather	WeatherInLocation	powiedz mi jaka jest teraz pogoda w olkusz	o o o o o o o b-location
Weather	WeatherInLocation	chcę znać pogodę w chartum	o o o o b-location
Weather	WeatherInLocation	chcę wiedzieć jaka jest pogoda w szczecinek	o o o o o o b-location
Weather	WeatherInLocation	prognoza pogody dla moskwa	o o o b-location
Weather	WeatherInLocation	prognoza pogody w londyn	o o o b-location
Weather	WeatherInLocation	dzisiejsza prognoza pogody dla łódź	o o o o b-location
Weather	WeatherInLocation	dzisiejsza prognoza pogody w lublin	o o o o b-location
Weather	WeatherInLocation	obecna prognoza pogody dla świeradów-zdrój	o o o o b-location
Weather	WeatherTomorrowInLocation	powiedz jaka będzie jutro pogoda w singapur	o o o o o o b-location
Weather	WeatherTomorrowInLocation	powiedz mi jaka będzie jutro pogoda w dhaka	o o o o o o o b-location
Weather	WeatherTomorrowInLocation	chcę znać prognozę w bratysława	o o o o b-location
Weather	WeatherTomorrowInLocation	chcę wiedzieć jaka będzie jutro pogoda w opoczno	o o o o o o o b-location
Weather	WeatherTomorrowInLocation	prognoza pogody dla łowicz	o o o b-location
Weather	WeatherTomorrowInLocation	prognoza pogody w szanghaj	o o o b-location
Weather	WeatherTomorrowInLocation	jutrzejsza prognoza pogody dla donieck	o o o o b-location
Weather	WeatherTomorrowInLocation	jutrzejsza prognoza pogody w bydgoszcz	o o o o b-location
Weather	WeatherTomorrowInLocation	prognoza pogody dla bytom na jutro	o o o b-location o o
Weather	SunriseInLocation	wschód słońca dla radom	o o o b-location
Weather	SunriseInLocation	kiedy jest wschód słońca w buenos aires	o o o o o b-location i-location
Weather	SunriseInLocation	kiedy jest wschód słońca dla wrocław	o o o o o b-location
Weather	SunriseInLocation	powiedz kiedy jest wschód słońca w berlin	o o o o o o b-location
Weather	SunriseInLocation	powiedz kiedy jest wschód słońca dla poznań	o o o o o o b-location
Weather	SunriseInLocation	powiedz mi kiedy jest wschód słońca w chongqing	o o o o o o o b-location
Weather	SunriseInLocation	powiedz mi kiedy jest wschód słońca dla tarnowskie góry	o o o o o o o b-location i-location
Weather	SunriseInLocation	chciałbym wiedzieć kiedy jest wschód słońca w stambuł	o o o o o o o b-location
Weather	SunriseInLocation	chciałbym wiedzieć kiedy jest wschód słońca dla krasnystaw	o o o o o o o b-location
Weather	SunriseInLocation	chciałabym wiedzieć kiedy jest wschód słońca w seul	o o o o o o o b-location
Weather	SunriseInLocation	chciałabym wiedzieć kiedy jest wschód słońca dla gdańsku	o o o o o o o b-location
Weather	SunriseInLocation	czy mógłbyś powiedzieć kiedy jest wschód słońca w lima	o o o o o o o o b-location
Weather	SunriseInLocation	czy mógłbyś powiedzieć kiedy jest wschód słońca dla smoleńsk	o o o o o o o o b-location
Weather	SunriseInLocation	czy mógłbyś mi powiedzieć kiedy jest wschód słońca w santiago	o o o o o o o o o b-location
Weather	SunriseInLocation	czy mógłbyś mi powiedzieć kiedy jest wschód słońca dla abidżan	o o o o o o o o o b-location
Weather	SunriseInLocation	czy mogłabyś powiedzieć kiedy jest wschód słońca w londynie	o o o o o o o o b-location
Weather	SunriseInLocation	czy mogłabyś powiedzieć kiedy jest wschód słońca dla bogota	o o o o o o o o b-location
Weather	SunriseInLocation	czy mogłabyś mi powiedzieć kiedy jest wschód słońca w krosno odrzańskie	o o o o o o o o o b-location i-location
Weather	SunriseInLocation	czy mogłabyś mi powiedzieć kiedy jest wschód słońca dla nowy jork	o o o o o o o o o b-location i-location
Weather	SunriseInLocation	czas wschodu słońca w baku	o o o o b-location
Weather	SunriseInLocation	czas wschodu słońca dla radomiu	o o o o b-location
Weather	SunriseInLocation	podaj czas wschodu słońca w police	o o o o o b-location
Weather	SunriseInLocation	podaj czas wschodu słońca dla kair	o o o o o b-location
Weather	SunriseInLocation	podaj mi czas wschodu słońca w ankara	o o o o o o b-location
Weather	SunriseInLocation	podaj mi czas wschodu słońca dla gdańsk	o o o o o o b-location
Weather	SunriseInLocation	o której jest wschód słońca w grudziądz	o o o o o o b-location
Weather	SunriseInLocation	kiedy wschodzi słońce w warszawie	o o o o b-location
Weather	SunsetInLocation	zachód słońca dla pjongjang	o o o b-location
Weather	SunsetInLocation	kiedy jest zachód słońca w aleksandria	o o o o o b-location
Weather	SunsetInLocation	kiedy jest zachód słońca dla pekin	o o o o o b-location
Weather	SunsetInLocation	powiedz kiedy jest zachód słońca w pune	o o o o o o b-location
Weather	SunsetInLocation	powiedz kiedy jest zachód słońca dla sopot	o o o o o o b-location
