domain	intent	utterance	bio
Yelp	SearchRestaurant	znajdź restauracje	o o
Yelp	SearchRestaurant	znajdź restauracje na yelpie	o o o o
Yelp	SearchRestaurant	znajdź restauracje w pobliżu	o o o o
Yelp	SearchRestaurant	znajdź coś do jedzenia na yelpie	o o o o o o
Yelp	SearchRestaurant	znajdź coś do jedzenia w pobliżu	o o o o o o
Yelp	SearchRestaurant	znajdź coś do jedzenia w okolicy	o o o o o o
Yelp	SearchRestaurant	znajdź jedzenie	o o
Yelp	SearchRestaurant	znajdź jedzenie na yelpie	o o o o
Yelp	SearchRestaurant	znajdź jedzenie w pobliżu	o o o o
Yelp	SearchRestaurant	znajdź jedzenie w okolicy	o o o o
Yelp	SearchRestaurant	wyszukaj restauracje	o o
Yelp	SearchRestaurant	wyszukaj restauracje na yelpie	o o o o
Yelp	SearchRestaurant	wyszukaj restauracje w pobliżu	o o o o
Yelp	SearchRestaurant	wyszukaj coś do jedzenia	o o o o
Yelp	SearchRestaurant	wyszukaj coś do jedzenia na yelpie	o o o o o o
Yelp	SearchRestaurant	wyszukaj coś do jedzenia w pobliżu	o o o o o o
Yelp	SearchRestaurant	wyszukaj coś do jedzenia w okolicy	o o o o o o
Yelp	SearchRestaurant	wyszukaj jedzenie	o o
Yelp	SearchRestaurant	wyszukaj jedzenie na yelpie	o o o o
Yelp	SearchRestaurant	wyszukaj jedzenie w pobliżu	o o o o
Yelp	SearchRestaurant	wyszukaj jedzenie w okolicy	o o o o
Yelp	SearchRestaurant	pokaż restauracje	o o
Yelp	SearchRestaurant	pokaż restauracje na yelpie	o o o o
Yelp	SearchRestaurant	pokaż restauracje w pobliżu	o o o o
Yelp	SearchRestaurant	pokaż restauracje w okolicy	o o o o
Yelp	SearchRestaurant	pokaż coś do jedzenia	o o o o
Yelp	SearchRestaurant	pokaż coś do jedzenia na yelpie	o o o o o o
Yelp	SearchRestaurant	pokaż coś do jedzenia w pobliżu	o o o o o o
Yelp	SearchRestaurant	pokaż coś do jedzenia w okolicy	o o o o o o
Yelp	SearchRestaurant	pokaż jedzenie	o o
Yelp	SearchRestaurant	pokaż jedzenie na yelpie	o o o o
Yelp	SearchRestaurant	pokaż jedzenie w pobliżu	o o o o
Yelp	SearchRestaurant	pokaż jedzenie w okolicy	o o o o
Yelp	SearchRestaurant	nabliższa restauracja w pobliżu	o o o o
Yelp	SearchByQuery	znajdź pub w pobliżu	o b-query o o
Yelp	SearchByQuery	znajdź bar w okolicy	o b-query o o
Yelp	SearchByQuery	znajdź bar suchi na yelpie	o b-query i-query o o
Yelp	SearchByQuery	wyszukaj pizzerię	o b-query
Yelp	SearchByQuery	wyszukaj subwaya w pobliżu	o b-query o o
Yelp	SearchByQuery	wyszukaj kebaba w okolicy	o b-query o o
Yelp	SearchByQuery	wyszukaj kawiarnię na yelpie	o b-query o o
Yelp	SearchByQuery	pokaż pub	o b-query
Yelp	SearchByQuery	pokaż bar w pobliżu	o b-query o o
Yelp	SearchByQuery	pokaż bar suchi w okolicy	o b-query i-query o o
Yelp	SearchByRating	znajdź restauracje z przynajmniej 5 gwiazdkami	o o o o b-rating o
Yelp	SearchByRating	znajdź jedzenie z 4 gwiazdkami	o o o b-rating o
Yelp	SearchByRating	znajdź jedzenie z przynajmniej 5 gwiazdkami	o o o o b-rating o
Yelp	SearchByRating	wyszukaj restauracje z 4 gwiazdkami	o o o b-rating o
Yelp	SearchByRating	wyszukaj restauracje z przynajmniej 5 gwiazdkami	o o o o b-rating o
Yelp	SearchByRating	wyszukaj jedzenie z 4 gwiazdkami	o o o b-rating o
Yelp	SearchByRating	wyszukaj jedzenie z przynajmniej 5 gwiazdkami	o o o o b-rating o
Yelp	SearchByRating	pokaż restauracje z 4 gwiazdkami	o o o b-rating o
Yelp	SearchByRating	pokaż restauracje z przynajmniej 5 gwiazdkami	o o o o b-rating o
Yelp	SearchByRating	pokaż jedzenie z 4 gwiazdkami	o o o b-rating o
Yelp	SearchByRating	pokaż jedzenie z przynajmniej 5 gwiazdkami	o o o o b-rating o
Yelp	SearchByRating	restauracje w pobliżu z 4 gwiazdkami	o o o o b-rating o
Yelp	SearchByRating	restauracje w okolicy z 5 gwiazdkami	o o o o b-rating o
Yelp	SearchByRating	jedzenie w pobliżu z 4 gwiazdkami	o o o o b-rating o
Yelp	SearchByCategory	restauracje japońskie w okolicy	o b-category o o
Yelp	SearchByCategory	restauracje w kategorii polskie w pobliżu	o o o b-category o o
Yelp	SearchByCategory	restauracje w kategorii włoskie w okolicy	o o o b-category o o
Yelp	SearchByCategory	restauracje z kategorii francuskie w pobliżu	o o o b-category o o
Yelp	SearchByCategory	restauracje z kategorii nepalskie w okolicy	o o o b-category o o
Yelp	SearchByCategory	jedzenie tajskie w pobliżu	o b-category o o
Yelp	SearchByCategory	jedzenie japońskie w okolicy	o b-category o o
Yelp	SearchByCategory	jedzenie w kategorii polskie w pobliżu	o o o b-category o o
Yelp	SearchByCategory	jedzenie w kategorii włoskie w okolicy	o o o b-category o o
